restaurant_name,negative_percentage,positive_percentage,total_reviews
Brooklyn_Diner,0.2,0.8,3031
Gaby_Brasserie_Francaise,0.2,0.8,245
Public,0.2,0.8,312
Dos_Caminos,0.2,0.8,1841
Applejack_Diner,0.2,0.8,10
Mercado_Little_Spain,0.2,0.8,126
California_Pizza_Kitchen,0.2,0.8,141
Freds_Madison_Avenue,0.2,0.8,270
Pera_Mediterranean_Brasserie,0.2,0.8,289
The_Carlyle_Restaurant,0.2,0.8,278
Pearl_Street_Diner,0.2,0.8,203
The_East_Pole,0.2,0.8,163
The_Lambs_Club,0.2,0.8,885
Scarlatto,0.2,0.8,704
Mad_Dog_Beans,0.2,0.8,244
TAO_Uptown,0.2,0.8,2277
Kellari_Taverna_NY,0.2,0.8,801
Papa_John_s,0.2,0.8,10
Sushi_of_Gari_46,0.2,0.8,282
Lenny_s_Sub_Shop,0.2,0.8,5
Hop_Kee_Restaurant,0.2,0.8,254
Nyonya,0.2,0.8,246
Sarabeth_s_Tribeca,0.2,0.8,351
Junoon_Restaurant,0.2,0.8,673
Aunt_Jake_s_NYC,0.2,0.8,196
The_Ribbon,0.2,0.8,165
Dafni_Greek_Taverna,0.2,0.8,529
Fresco_by_Scotto,0.2,0.8,447
Don_t_Tell_Mama,0.2,0.8,318
230_Fifth,0.2,0.8,2018
Bill_s_Bar_Burger,0.21,0.79,2822
Starbucks,0.21,0.79,98
Joy_Burger_Bar,0.21,0.79,38
Charlie_Bird,0.21,0.79,180
Madison_Vine,0.21,0.79,449
House_of_Lasagna,0.21,0.79,309
Bar_Italia,0.21,0.79,179
Houndstooth_Pub,0.21,0.79,445
Sylvia_s_Restaurant,0.21,0.79,1239
Serafina_Time_Hotel,0.21,0.79,337
Arno_Ristorante,0.21,0.79,342
Rare_Chelsea,0.21,0.79,325
Flatiron_Hall,0.21,0.79,71
JoJo,0.21,0.79,102
Cara_Mia,0.21,0.79,436
Waverly_Diner,0.21,0.79,226
Cafe_Un_Deux_Trois,0.21,0.79,1379
Tim_Ho_Wan_East_Village,0.22,0.78,157
Domino_s_Pizza,0.22,0.78,9
Angelo_s_of_Mulberry_Street,0.22,0.78,550
Bryant_Park_Cafe,0.22,0.78,186
Uno_Pizzeria_Grill,0.22,0.78,220
Caliente_Cab,0.22,0.78,213
Brother_Jimmy_s_BBQ,0.22,0.78,486
Norma_s,0.22,0.78,1252
The_Spotted_Pig,0.22,0.78,1637
Lexington_Brass,0.22,0.78,699
EuroPan_Cafe,0.22,0.78,216
LAVO_Italian_Restaurant,0.22,0.78,625
The_Clocktower,0.22,0.78,317
McGee_s_Pub_Restaurant,0.22,0.78,680
Sardi_s_Restaurant,0.22,0.78,1886
Haven_Rooftop,0.22,0.78,620
Cafe_Europa,0.22,0.78,250
Ted_s_Montana_Grill,0.22,0.78,523
Wolfgang_s_Steakhouse,0.22,0.78,1347
Iron_Bar_Lounge,0.22,0.78,371
Bond_45_Italian_Kitchen_Bar,0.22,0.78,1219
Daniela_Trattoria,0.22,0.78,805
Morimoto,0.22,0.78,106
Theatre_Row_Diner,0.22,0.78,345
Ellen_s_Stardust_Diner,0.22,0.78,3357
Katz_s_Deli,0.22,0.78,1031
Playwright_Tavern_Restaurant,0.23,0.77,329
Vapiano,0.23,0.77,193
L_Express,0.23,0.77,217
Tavern_on_the_Green,0.23,0.77,1689
Tom_s_Restaurant,0.23,0.77,496
Rosie_O_Grady_s,0.23,0.77,1765
Da_Nico_Ristorante_Manhattan_Location,0.23,0.77,789
Iguana_New_York,0.23,0.77,457
Blue_Note,0.23,0.77,449
Ca_Va_Todd_English,0.23,0.77,345
Barbetta,0.24,0.76,483
Peking_Duck_House,0.24,0.76,465
Bar_Boulud,0.24,0.76,768
P_J_Clarke_s_on_the_Hudson,0.24,0.76,357
OTTO_Enoteca_e_Pizzera,0.24,0.76,918
Gallow_Green,0.24,0.76,218
Frankie_Johnnie_s_Steakhouse,0.24,0.76,814
Utsav_Restaurant,0.24,0.76,540
Cosmic_Diner,0.24,0.76,301
Tick_Tock_Diner_NY,0.24,0.76,2218
Landmarc_Restaurant,0.24,0.76,667
Ethos_Gallery_51,0.24,0.76,238
Il_Mulino_New_York_Uptown,0.24,0.76,242
Sarabeth_s_Park_Avenue_South,0.24,0.76,400
Babbo_Ristorante_e_Enoteca,0.24,0.76,1528
Serafina_Broadway,0.24,0.76,953
Burger_King,0.25,0.75,12
Uncle_Jack_s_Steakhouse_Westside,0.25,0.75,518
Red_Lobster,0.25,0.75,1456
Joe_The_Juice,0.25,0.75,8
Ming_s_Restaurant,0.25,0.75,4
Gregorys_Coffee,0.25,0.75,4
The_Breslin,0.25,0.75,634
Smith_Wollensky,0.25,0.75,981
Pasta_Lovers,0.25,0.75,12
Coco,0.25,0.75,4
Serafina_Always,0.25,0.75,240
Olive_Garden,0.25,0.75,1969
Sarabeth_s_West,0.25,0.75,526
Gino_Sorbillo_Pizzeria,0.25,0.75,51
The_Mercer_Kitchen,0.25,0.75,923
Grand_Central_Oyster_Bar_Restaurant,0.25,0.75,785
China_River_restaurant,0.26,0.74,34
Carbone,0.26,0.74,365
Cosme,0.26,0.74,581
The_View_Restaurant_Lounge,0.27,0.73,2080
Dallas_BBQ_Times_Square,0.27,0.73,642
The_Mark_Restaurant_by_Jean_Georges,0.27,0.73,343
Dallas_BBQ,0.28,0.72,283
The_National_Bar_Dining_Rooms,0.28,0.72,961
Harry_Cipriani,0.28,0.72,439
Old_Homestead_Steakhouse,0.28,0.72,741
Dunkin,0.29,0.71,17
Lobby_Bar_at_Carlton_Hotel,0.29,0.71,17
Milon_Restaurant,0.29,0.71,80
Cipriani_Dolci,0.29,0.71,250
Butter_Midtown,0.29,0.71,907
Hard_Rock_Cafe,0.31,0.69,2639
Subway,0.31,0.69,39
Bucca_Di_Beppo,0.31,0.69,188
7_Eleven,0.31,0.69,16
Outback_Steakhouse,0.32,0.68,273
Lenwich,0.33,0.67,3
Chocolat_Restaurant_Bar,0.33,0.67,115
Mi_Casita,0.33,0.67,3
Pizza_Hut,0.33,0.67,3
Pizza_Pizza_NYC,0.33,0.67,3
Triple_A_Restaurant,0.33,0.67,3
Green_Cafe,0.33,0.67,3
Houlihan_s_Resturant,0.33,0.67,6
Nusr_Et_Steakhouse,0.42,0.58,178
Stop_One_Gourmet_Deli,0.5,0.5,2
Hudson_Food_Market,0.5,0.5,2
Strokos_Deli_Pizza_Catering,0.5,0.5,2
Crown_Fried_Chicken,0.5,0.5,2
Foodmart,0.5,0.5,2
Forty_Eight,0.5,0.5,2
Blossom_Du_Jour,0.5,0.5,2
Bistro_New_York,0.5,0.5,2
211_New_Taco_Grill,0.5,0.5,2
Carnegie_Cup_Cafe,0.5,0.5,2
Bunny_Deli,0.5,0.5,2
Van_Leeuwen,0.5,0.5,2
Fika,0.5,0.5,2
Andy_s_Deli,0.5,0.5,2
McSwiggans,0.5,0.5,4
Giovanni,0.5,0.5,2
Jumbo_Pizza,0.5,0.5,2
East_Broadway_Pizza,0.5,0.5,4
Patrick_Kavanagh_s,0.67,0.33,3
Taco_Bell,0.67,0.33,3
Chick_fil_A,0.67,0.33,3
TSQ_MKT,0.67,0.33,3
Jimbo_s_Hamburger_Palace,0.67,0.33,3
C_P_Galley,1.0,0.0,1
Fresh_co,1.0,0.0,1
Kent_s_Dumpling_House,1.0,0.0,1
Barbarrio,1.0,0.0,1
Desi_junction,1.0,0.0,1
Sweet_Suga_Mama_s,1.0,0.0,1
Fat_Sal_s_Pizza,1.0,0.0,2
Sushi_Deli_Box,1.0,0.0,1
Hell_s_Kitchen,1.0,0.0,1
Fresh_Food_Farm,1.0,0.0,1
Crepe_Cafe,1.0,0.0,1
Kennedy_Fried_Chicken,1.0,0.0,1
Spy_Bar,1.0,0.0,1
Cafe_Istanbul,1.0,0.0,1
Panda_Chinese_Restaurant,1.0,0.0,1
Cinnabar,1.0,0.0,1
Epicurean_Market,1.0,0.0,1
Excuse_My_French_Toast,1.0,0.0,1
Imperial_Garden,1.0,0.0,1
Modern_Szechuan,1.0,0.0,1
Harlem_Cuban_Sandwiches,1.0,0.0,1
Duke_Ellington_Deli,1.0,0.0,1
Shochu_and_Tapas_Aya,1.0,0.0,1
Concord_Garden_Restaurant,1.0,0.0,1
Madison_Street_Pizza,1.0,0.0,1
Poke_Fresh,1.0,0.0,1
Piccollo,1.0,0.0,1
Lincoln_Tavern,1.0,0.0,1
Chelsea_s_Breakfast_Bar,1.0,0.0,1
Long_Island_Brew_House,1.0,0.0,1
Roman_Empire_Pizza,1.0,0.0,1
Three_Owls_Market,1.0,0.0,1
Go_Fish,1.0,0.0,1
Pizza_Pizza_of_Hanover_SQ,1.0,0.0,1
Tommy_s_Grill_Pizzeria,1.0,0.0,1
Red_Star,1.0,0.0,1
Pita_Grill,1.0,0.0,2
Bonchon_Chelsea,1.0,0.0,1
Port_Gourmet_Deli,1.0,0.0,1
Umai_Ramen,1.0,0.0,1
Campus_Eatery,1.0,0.0,1
Jennifer_s_Cafe,1.0,0.0,1
Umami_Ramen,1.0,0.0,1
Joe_the_Juice,1.0,0.0,1
Profit_Chinese_Restaurant,1.0,0.0,1
Buon_Amici,1.0,0.0,1
Workers_Diner,1.0,0.0,1
New_Fresco_Tortillas,1.0,0.0,1
1902_Empire_Iii_Inc,1.0,0.0,1
